"","IV_ID","TRANSFORM","LAG","IV_NAME","IV_GROUP"
"60","IPMANSICS","MoMPercentChange","L1","IPMANSICSMoMPercentChangeL1","IP"
"61","IPB51222S","MoMDifference","L0","IPB51222SMoMDifferenceL0","IP"
"62","IPB51222S","MoMDifference","L1","IPB51222SMoMDifferenceL1","IP"
"63","IPB51222S","MoMPercentChange","L0","IPB51222SMoMPercentChangeL0","IP"
"64","IPB51222S","MoMPercentChange","L1","IPB51222SMoMPercentChangeL1","IP"
"65","IPFUELS","MoMDifference","L0","IPFUELSMoMDifferenceL0","IP"
"66","IPFUELS","MoMDifference","L1","IPFUELSMoMDifferenceL1","IP"
"67","IPFUELS","MoMPercentChange","L0","IPFUELSMoMPercentChangeL0","IP"
"68","IPFUELS","MoMPercentChange","L1","IPFUELSMoMPercentChangeL1","IP"
"69","CUMFNS","MoMDifference","L0","CUMFNSMoMDifferenceL0","placeholder18"
"70","CUMFNS","MoMDifference","L1","CUMFNSMoMDifferenceL1","placeholder18"
"71","CUMFNS","MoMPercentChange","L0","CUMFNSMoMPercentChangeL0","placeholder18"
"72","CUMFNS","MoMPercentChange","L1","CUMFNSMoMPercentChangeL1","placeholder18"
"73","CLF16OV","MoMDifference","L0","CLF16OVMoMDifferenceL0","placeholder19"
"74","CLF16OV","MoMDifference","L1","CLF16OVMoMDifferenceL1","placeholder19"
"75","CLF16OV","MoMPercentChange","L0","CLF16OVMoMPercentChangeL0","placeholder19"
"76","CLF16OV","MoMPercentChange","L1","CLF16OVMoMPercentChangeL1","placeholder19"
"77","CE16OV","MoMDifference","L0","CE16OVMoMDifferenceL0","UEMP"
"78","CE16OV","MoMDifference","L1","CE16OVMoMDifferenceL1","UEMP"
"79","CE16OV","MoMPercentChange","L0","CE16OVMoMPercentChangeL0","UEMP"
"80","CE16OV","MoMPercentChange","L1","CE16OVMoMPercentChangeL1","UEMP"
"81","UNRATE","MoMDifference","L0","UNRATEMoMDifferenceL0","UEMP"
"82","UNRATE","MoMDifference","L1","UNRATEMoMDifferenceL1","UEMP"
"83","UNRATE","MoMPercentChange","L0","UNRATEMoMPercentChangeL0","UEMP"
"84","UNRATE","MoMPercentChange","L1","UNRATEMoMPercentChangeL1","UEMP"
"85","UEMPMEAN","MoMDifference","L0","UEMPMEANMoMDifferenceL0","UEMP"
"86","UEMPMEAN","MoMDifference","L1","UEMPMEANMoMDifferenceL1","UEMP"
"87","UEMPMEAN","MoMPercentChange","L0","UEMPMEANMoMPercentChangeL0","UEMP"
"88","UEMPMEAN","MoMPercentChange","L1","UEMPMEANMoMPercentChangeL1","UEMP"
"89","UEMPLT5","MoMDifference","L0","UEMPLT5MoMDifferenceL0","UEMP"
"90","UEMPLT5","MoMDifference","L1","UEMPLT5MoMDifferenceL1","UEMP"
"91","UEMPLT5","MoMPercentChange","L0","UEMPLT5MoMPercentChangeL0","UEMP"
"92","UEMPLT5","MoMPercentChange","L1","UEMPLT5MoMPercentChangeL1","UEMP"
"93","UEMP5TO14","MoMDifference","L0","UEMP5TO14MoMDifferenceL0","UEMP"
"94","UEMP5TO14","MoMDifference","L1","UEMP5TO14MoMDifferenceL1","UEMP"
"95","UEMP5TO14","MoMPercentChange","L0","UEMP5TO14MoMPercentChangeL0","UEMP"
"96","UEMP5TO14","MoMPercentChange","L1","UEMP5TO14MoMPercentChangeL1","UEMP"
"97","UEMP15OV","MoMDifference","L0","UEMP15OVMoMDifferenceL0","UEMP"
"98","UEMP15OV","MoMDifference","L1","UEMP15OVMoMDifferenceL1","UEMP"
"99","UEMP15OV","MoMPercentChange","L0","UEMP15OVMoMPercentChangeL0","UEMP"
"100","UEMP15OV","MoMPercentChange","L1","UEMP15OVMoMPercentChangeL1","UEMP"
"101","UEMP15T26","MoMDifference","L0","UEMP15T26MoMDifferenceL0","UEMP"
"102","UEMP15T26","MoMDifference","L1","UEMP15T26MoMDifferenceL1","UEMP"
"103","UEMP15T26","MoMPercentChange","L0","UEMP15T26MoMPercentChangeL0","UEMP"
"104","UEMP15T26","MoMPercentChange","L1","UEMP15T26MoMPercentChangeL1","UEMP"
"105","UEMP27OV","MoMDifference","L0","UEMP27OVMoMDifferenceL0","UEMP"
"106","UEMP27OV","MoMDifference","L1","UEMP27OVMoMDifferenceL1","UEMP"
"107","UEMP27OV","MoMPercentChange","L0","UEMP27OVMoMPercentChangeL0","UEMP"
"108","UEMP27OV","MoMPercentChange","L1","UEMP27OVMoMPercentChangeL1","UEMP"
"109","PAYEMS","MoMDifference","L0","PAYEMSMoMDifferenceL0","ALLEMP"
"110","PAYEMS","MoMDifference","L1","PAYEMSMoMDifferenceL1","ALLEMP"
"111","PAYEMS","MoMPercentChange","L0","PAYEMSMoMPercentChangeL0","ALLEMP"
"112","PAYEMS","MoMPercentChange","L1","PAYEMSMoMPercentChangeL1","ALLEMP"
"113","USGOOD","MoMDifference","L0","USGOODMoMDifferenceL0","ALLEMP"
"114","USGOOD","MoMDifference","L1","USGOODMoMDifferenceL1","ALLEMP"
"115","USGOOD","MoMPercentChange","L0","USGOODMoMPercentChangeL0","ALLEMP"
"116","USGOOD","MoMPercentChange","L1","USGOODMoMPercentChangeL1","ALLEMP"
"117","CES1021000001","MoMDifference","L0","CES1021000001MoMDifferenceL0","ALLEMP"
"118","CES1021000001","MoMDifference","L1","CES1021000001MoMDifferenceL1","ALLEMP"
"119","CES1021000001","MoMPercentChange","L0","CES1021000001MoMPercentChangeL0","ALLEMP"
"120","CES1021000001","MoMPercentChange","L1","CES1021000001MoMPercentChangeL1","ALLEMP"
"121","USCONS","MoMDifference","L0","USCONSMoMDifferenceL0","ALLEMP"
"122","USCONS","MoMDifference","L1","USCONSMoMDifferenceL1","ALLEMP"
"123","USCONS","MoMPercentChange","L0","USCONSMoMPercentChangeL0","ALLEMP"
"124","USCONS","MoMPercentChange","L1","USCONSMoMPercentChangeL1","ALLEMP"
"125","MANEMP","MoMDifference","L0","MANEMPMoMDifferenceL0","ALLEMP"
"126","MANEMP","MoMDifference","L1","MANEMPMoMDifferenceL1","ALLEMP"
"127","MANEMP","MoMPercentChange","L0","MANEMPMoMPercentChangeL0","ALLEMP"
"128","MANEMP","MoMPercentChange","L1","MANEMPMoMPercentChangeL1","ALLEMP"
"129","DMANEMP","MoMDifference","L0","DMANEMPMoMDifferenceL0","ALLEMP"
"130","DMANEMP","MoMDifference","L1","DMANEMPMoMDifferenceL1","ALLEMP"
"131","DMANEMP","MoMPercentChange","L0","DMANEMPMoMPercentChangeL0","ALLEMP"
"132","DMANEMP","MoMPercentChange","L1","DMANEMPMoMPercentChangeL1","ALLEMP"
"133","SRVPRD","MoMDifference","L0","SRVPRDMoMDifferenceL0","ALLEMP"
"134","SRVPRD","MoMDifference","L1","SRVPRDMoMDifferenceL1","ALLEMP"
"135","SRVPRD","MoMPercentChange","L0","SRVPRDMoMPercentChangeL0","ALLEMP"
"136","SRVPRD","MoMPercentChange","L1","SRVPRDMoMPercentChangeL1","ALLEMP"
"137","USWTRADE","MoMDifference","L0","USWTRADEMoMDifferenceL0","ALLEMP"
"138","USWTRADE","MoMDifference","L1","USWTRADEMoMDifferenceL1","ALLEMP"
"139","USWTRADE","MoMPercentChange","L0","USWTRADEMoMPercentChangeL0","ALLEMP"
"140","USWTRADE","MoMPercentChange","L1","USWTRADEMoMPercentChangeL1","ALLEMP"
"141","USTRADE","MoMDifference","L0","USTRADEMoMDifferenceL0","ALLEMP"
"142","USTRADE","MoMDifference","L1","USTRADEMoMDifferenceL1","ALLEMP"
"143","USTRADE","MoMPercentChange","L0","USTRADEMoMPercentChangeL0","ALLEMP"
"144","USTRADE","MoMPercentChange","L1","USTRADEMoMPercentChangeL1","ALLEMP"
"145","USFIRE","MoMDifference","L0","USFIREMoMDifferenceL0","ALLEMP"
"146","USFIRE","MoMDifference","L1","USFIREMoMDifferenceL1","ALLEMP"
"147","USFIRE","MoMPercentChange","L0","USFIREMoMPercentChangeL0","ALLEMP"
"148","USFIRE","MoMPercentChange","L1","USFIREMoMPercentChangeL1","ALLEMP"
"149","USGOVT","MoMDifference","L0","USGOVTMoMDifferenceL0","ALLEMP"
"150","USGOVT","MoMDifference","L1","USGOVTMoMDifferenceL1","ALLEMP"
"151","USGOVT","MoMPercentChange","L0","USGOVTMoMPercentChangeL0","ALLEMP"
"152","USGOVT","MoMPercentChange","L1","USGOVTMoMPercentChangeL1","ALLEMP"
"153","CES0600000007","MoMDifference","L0","CES0600000007MoMDifferenceL0","HOURS"
"154","CES0600000007","MoMDifference","L1","CES0600000007MoMDifferenceL1","HOURS"
"155","CES0600000007","MoMPercentChange","L0","CES0600000007MoMPercentChangeL0","HOURS"
"156","CES0600000007","MoMPercentChange","L1","CES0600000007MoMPercentChangeL1","HOURS"
"157","AWOTMAN","MoMDifference","L0","AWOTMANMoMDifferenceL0","HOURS"
"158","AWOTMAN","MoMDifference","L1","AWOTMANMoMDifferenceL1","HOURS"
"159","AWOTMAN","MoMPercentChange","L0","AWOTMANMoMPercentChangeL0","HOURS"
"160","AWOTMAN","MoMPercentChange","L1","AWOTMANMoMPercentChangeL1","HOURS"
"161","AWHMAN","MoMDifference","L0","AWHMANMoMDifferenceL0","HOURS"
"162","AWHMAN","MoMDifference","L1","AWHMANMoMDifferenceL1","HOURS"
"163","AWHMAN","MoMPercentChange","L0","AWHMANMoMPercentChangeL0","HOURS"
"164","AWHMAN","MoMPercentChange","L1","AWHMANMoMPercentChangeL1","HOURS"
"165","HOUST","MoMDifference","L0","HOUSTMoMDifferenceL0","HOUSE"
"166","HOUST","MoMDifference","L1","HOUSTMoMDifferenceL1","HOUSE"
"167","HOUST","MoMPercentChange","L0","HOUSTMoMPercentChangeL0","HOUSE"
"168","HOUST","MoMPercentChange","L1","HOUSTMoMPercentChangeL1","HOUSE"
"169","HOUSTNE","MoMDifference","L0","HOUSTNEMoMDifferenceL0","HOUSE"
"170","HOUSTNE","MoMDifference","L1","HOUSTNEMoMDifferenceL1","HOUSE"
"171","HOUSTNE","MoMPercentChange","L0","HOUSTNEMoMPercentChangeL0","HOUSE"
"172","HOUSTNE","MoMPercentChange","L1","HOUSTNEMoMPercentChangeL1","HOUSE"
"173","HOUSTMW","MoMDifference","L0","HOUSTMWMoMDifferenceL0","HOUSE"
"174","HOUSTMW","MoMDifference","L1","HOUSTMWMoMDifferenceL1","HOUSE"
"175","HOUSTMW","MoMPercentChange","L0","HOUSTMWMoMPercentChangeL0","HOUSE"
"176","HOUSTMW","MoMPercentChange","L1","HOUSTMWMoMPercentChangeL1","HOUSE"
"177","HOUSTS","MoMDifference","L0","HOUSTSMoMDifferenceL0","HOUSE"
"178","HOUSTS","MoMDifference","L1","HOUSTSMoMDifferenceL1","HOUSE"
"179","HOUSTS","MoMPercentChange","L0","HOUSTSMoMPercentChangeL0","HOUSE"
"180","HOUSTS","MoMPercentChange","L1","HOUSTSMoMPercentChangeL1","HOUSE"
"181","HOUSTW","MoMDifference","L0","HOUSTWMoMDifferenceL0","HOUSE"
"182","HOUSTW","MoMDifference","L1","HOUSTWMoMDifferenceL1","HOUSE"
"183","HOUSTW","MoMPercentChange","L0","HOUSTWMoMPercentChangeL0","HOUSE"
"184","HOUSTW","MoMPercentChange","L1","HOUSTWMoMPercentChangeL1","HOUSE"
"185","ISRATIO","MoMDifference","L0","ISRATIOMoMDifferenceL0","placeholder47"
"186","ISRATIO","MoMDifference","L1","ISRATIOMoMDifferenceL1","placeholder47"
"187","ISRATIO","MoMPercentChange","L0","ISRATIOMoMPercentChangeL0","placeholder47"
"188","ISRATIO","MoMPercentChange","L1","ISRATIOMoMPercentChangeL1","placeholder47"
"189","M1SL","MoMDifference","L0","M1SLMoMDifferenceL0","MM"
"190","M1SL","MoMDifference","L1","M1SLMoMDifferenceL1","MM"
"191","M1SL","MoMPercentChange","L0","M1SLMoMPercentChangeL0","MM"
"192","M1SL","MoMPercentChange","L1","M1SLMoMPercentChangeL1","MM"
"193","M2SL","MoMDifference","L0","M2SLMoMDifferenceL0","MM"
"194","M2SL","MoMDifference","L1","M2SLMoMDifferenceL1","MM"
"195","M2SL","MoMPercentChange","L0","M2SLMoMPercentChangeL0","MM"
"196","M2SL","MoMPercentChange","L1","M2SLMoMPercentChangeL1","MM"
"197","M2REAL","MoMDifference","L0","M2REALMoMDifferenceL0","MM"
"198","M2REAL","MoMDifference","L1","M2REALMoMDifferenceL1","MM"
"199","M2REAL","MoMPercentChange","L0","M2REALMoMPercentChangeL0","MM"
"200","M2REAL","MoMPercentChange","L1","M2REALMoMPercentChangeL1","MM"
"201","AMBSL","MoMDifference","L0","AMBSLMoMDifferenceL0","MM"
"202","AMBSL","MoMDifference","L1","AMBSLMoMDifferenceL1","MM"
"203","AMBSL","MoMPercentChange","L0","AMBSLMoMPercentChangeL0","MM"
"204","AMBSL","MoMPercentChange","L1","AMBSLMoMPercentChangeL1","MM"
"205","BUSLOANS","MoMDifference","L0","BUSLOANSMoMDifferenceL0","LOAN"
"206","BUSLOANS","MoMDifference","L1","BUSLOANSMoMDifferenceL1","LOAN"
"207","BUSLOANS","MoMPercentChange","L0","BUSLOANSMoMPercentChangeL0","LOAN"
"208","BUSLOANS","MoMPercentChange","L1","BUSLOANSMoMPercentChangeL1","LOAN"
"209","REALLN","MoMDifference","L0","REALLNMoMDifferenceL0","LOAN"
"210","REALLN","MoMDifference","L1","REALLNMoMDifferenceL1","LOAN"
"211","REALLN","MoMPercentChange","L0","REALLNMoMPercentChangeL0","LOAN"
"212","REALLN","MoMPercentChange","L1","REALLNMoMPercentChangeL1","LOAN"
"213","WPSFD49207","MoMDifference","L0","WPSFD49207MoMDifferenceL0","PPI"
"214","WPSFD49207","MoMDifference","L1","WPSFD49207MoMDifferenceL1","PPI"
"215","WPSFD49207","MoMPercentChange","L0","WPSFD49207MoMPercentChangeL0","PPI"
"216","WPSFD49207","MoMPercentChange","L1","WPSFD49207MoMPercentChangeL1","PPI"
"217","WPSFD49502","MoMDifference","L0","WPSFD49502MoMDifferenceL0","PPI"
"218","WPSFD49502","MoMDifference","L1","WPSFD49502MoMDifferenceL1","PPI"
"219","WPSFD49502","MoMPercentChange","L0","WPSFD49502MoMPercentChangeL0","PPI"
"220","WPSFD49502","MoMPercentChange","L1","WPSFD49502MoMPercentChangeL1","PPI"
"221","WPSID61","MoMDifference","L0","WPSID61MoMDifferenceL0","PPI"
"222","WPSID61","MoMDifference","L1","WPSID61MoMDifferenceL1","PPI"
"223","WPSID61","MoMPercentChange","L0","WPSID61MoMPercentChangeL0","PPI"
"224","WPSID61","MoMPercentChange","L1","WPSID61MoMPercentChangeL1","PPI"
"225","WPSID62","MoMDifference","L0","WPSID62MoMDifferenceL0","PPI"
"226","WPSID62","MoMDifference","L1","WPSID62MoMDifferenceL1","PPI"
"227","WPSID62","MoMPercentChange","L0","WPSID62MoMPercentChangeL0","PPI"
"228","WPSID62","MoMPercentChange","L1","WPSID62MoMPercentChangeL1","PPI"
"229","MZMSL","MoMDifference","L0","MZMSLMoMDifferenceL0","MM"
"230","MZMSL","MoMDifference","L1","MZMSLMoMDifferenceL1","MM"
"231","MZMSL","MoMPercentChange","L0","MZMSLMoMPercentChangeL0","MM"
"232","MZMSL","MoMPercentChange","L1","MZMSLMoMPercentChangeL1","MM"
"233","DTCOLNVHFNM","MoMDifference","L0","DTCOLNVHFNMMoMDifferenceL0","placeholder59"
"234","DTCOLNVHFNM","MoMDifference","L1","DTCOLNVHFNMMoMDifferenceL1","placeholder59"
"235","DTCOLNVHFNM","MoMPercentChange","L0","DTCOLNVHFNMMoMPercentChangeL0","placeholder59"
"236","DTCOLNVHFNM","MoMPercentChange","L1","DTCOLNVHFNMMoMPercentChangeL1","placeholder59"
"237","DTCTHFNM","MoMDifference","L0","DTCTHFNMMoMDifferenceL0","placeholder60"
"238","DTCTHFNM","MoMDifference","L1","DTCTHFNMMoMDifferenceL1","placeholder60"
"239","DTCTHFNM","MoMPercentChange","L0","DTCTHFNMMoMPercentChangeL0","placeholder60"
"240","DTCTHFNM","MoMPercentChange","L1","DTCTHFNMMoMPercentChangeL1","placeholder60"
"241","INVEST","MoMDifference","L0","INVESTMoMDifferenceL0","placeholder61"
"242","INVEST","MoMDifference","L1","INVESTMoMDifferenceL1","placeholder61"
"243","INVEST","MoMPercentChange","L0","INVESTMoMPercentChangeL0","placeholder61"
"244","INVEST","MoMPercentChange","L1","INVESTMoMPercentChangeL1","placeholder61"
"245","ism_man_empl","MoMDifference","L0","ism_man_emplMoMDifferenceL0","placeholder62"
"246","ism_man_empl","MoMDifference","L1","ism_man_emplMoMDifferenceL1","placeholder62"
"247","ism_man_empl","MoMPercentChange","L0","ism_man_emplMoMPercentChangeL0","placeholder62"
"248","ism_man_empl","MoMPercentChange","L1","ism_man_emplMoMPercentChangeL1","placeholder62"
"249","ism_man_neworders","MoMDifference","L0","ism_man_newordersMoMDifferenceL0","placeholder63"
"250","ism_man_neworders","MoMDifference","L1","ism_man_newordersMoMDifferenceL1","placeholder63"
"251","ism_man_neworders","MoMPercentChange","L0","ism_man_newordersMoMPercentChangeL0","placeholder63"
"252","ism_man_neworders","MoMPercentChange","L1","ism_man_newordersMoMPercentChangeL1","placeholder63"
"253","ism_man_pmi","MoMDifference","L0","ism_man_pmiMoMDifferenceL0","placeholder64"
"254","ism_man_pmi","MoMDifference","L1","ism_man_pmiMoMDifferenceL1","placeholder64"
"255","ism_man_pmi","MoMPercentChange","L0","ism_man_pmiMoMPercentChangeL0","placeholder64"
"256","ism_man_pmi","MoMPercentChange","L1","ism_man_pmiMoMPercentChangeL1","placeholder64"
"257","ism_man_prices","MoMDifference","L0","ism_man_pricesMoMDifferenceL0","placeholder65"
"258","ism_man_prices","MoMDifference","L1","ism_man_pricesMoMDifferenceL1","placeholder65"
"259","ism_man_prices","MoMPercentChange","L0","ism_man_pricesMoMPercentChangeL0","placeholder65"
"260","ism_man_prices","MoMPercentChange","L1","ism_man_pricesMoMPercentChangeL1","placeholder65"
"261","USGG2YR_Index","MoMDifference","L0","USGG2YR_IndexMoMDifferenceL0","UST"
"262","USGG2YR_Index","MoMDifference","L1","USGG2YR_IndexMoMDifferenceL1","UST"
"263","USGG2YR_Index","MoMPercentChange","L0","USGG2YR_IndexMoMPercentChangeL0","UST"
"264","USGG2YR_Index","MoMPercentChange","L1","USGG2YR_IndexMoMPercentChangeL1","UST"
"265","USGG10YR_Index","MoMDifference","L0","USGG10YR_IndexMoMDifferenceL0","UST"
"266","USGG10YR_Index","MoMDifference","L1","USGG10YR_IndexMoMDifferenceL1","UST"
"267","USGG10YR_Index","MoMPercentChange","L0","USGG10YR_IndexMoMPercentChangeL0","UST"
"268","USGG10YR_Index","MoMPercentChange","L1","USGG10YR_IndexMoMPercentChangeL1","UST"
"269","USGG30YR_Index","MoMDifference","L0","USGG30YR_IndexMoMDifferenceL0","UST"
"270","USGG30YR_Index","MoMDifference","L1","USGG30YR_IndexMoMDifferenceL1","UST"
"271","USGG30YR_Index","MoMPercentChange","L0","USGG30YR_IndexMoMPercentChangeL0","UST"
"272","USGG30YR_Index","MoMPercentChange","L1","USGG30YR_IndexMoMPercentChangeL1","UST"
"273","VIX_Index","MoMDifference","L0","VIX_IndexMoMDifferenceL0","placeholder69"
"274","VIX_Index","MoMDifference","L1","VIX_IndexMoMDifferenceL1","placeholder69"
"275","VIX_Index","MoMPercentChange","L0","VIX_IndexMoMPercentChangeL0","placeholder69"
"276","VIX_Index","MoMPercentChange","L1","VIX_IndexMoMPercentChangeL1","placeholder69"
"277","MOVE_Index","MoMDifference","L0","MOVE_IndexMoMDifferenceL0","placeholder70"
"278","MOVE_Index","MoMDifference","L1","MOVE_IndexMoMDifferenceL1","placeholder70"
"279","MOVE_Index","MoMPercentChange","L0","MOVE_IndexMoMPercentChangeL0","placeholder70"
"280","MOVE_Index","MoMPercentChange","L1","MOVE_IndexMoMPercentChangeL1","placeholder70"
"281","AAIIBULL_Index","MoMDifference","L0","AAIIBULL_IndexMoMDifferenceL0","placeholder71"
"282","AAIIBULL_Index","MoMDifference","L1","AAIIBULL_IndexMoMDifferenceL1","placeholder71"
"283","AAIIBULL_Index","MoMPercentChange","L0","AAIIBULL_IndexMoMPercentChangeL0","placeholder71"
"284","AAIIBULL_Index","MoMPercentChange","L1","AAIIBULL_IndexMoMPercentChangeL1","placeholder71"
"285","AAIIBEAR_Index","MoMDifference","L0","AAIIBEAR_IndexMoMDifferenceL0","placeholder72"
"286","AAIIBEAR_Index","MoMDifference","L1","AAIIBEAR_IndexMoMDifferenceL1","placeholder72"
"287","AAIIBEAR_Index","MoMPercentChange","L0","AAIIBEAR_IndexMoMPercentChangeL0","placeholder72"
"288","AAIIBEAR_Index","MoMPercentChange","L1","AAIIBEAR_IndexMoMPercentChangeL1","placeholder72"
"289","SPX_Index_14DRSI","MoMDifference","L0","SPX_Index_14DRSIMoMDifferenceL0","placeholder73"
"290","SPX_Index_14DRSI","MoMDifference","L1","SPX_Index_14DRSIMoMDifferenceL1","placeholder73"
"291","SPX_Index_14DRSI","MoMPercentChange","L0","SPX_Index_14DRSIMoMPercentChangeL0","placeholder73"
"292","SPX_Index_14DRSI","MoMPercentChange","L1","SPX_Index_14DRSIMoMPercentChangeL1","placeholder73"
"293","SPX_Index_30DRSI","MoMDifference","L0","SPX_Index_30DRSIMoMDifferenceL0","placeholder74"
"294","SPX_Index_30DRSI","MoMDifference","L1","SPX_Index_30DRSIMoMDifferenceL1","placeholder74"
"295","SPX_Index_30DRSI","MoMPercentChange","L0","SPX_Index_30DRSIMoMPercentChangeL0","placeholder74"
"296","SPX_Index_30DRSI","MoMPercentChange","L1","SPX_Index_30DRSIMoMPercentChangeL1","placeholder74"
"297","TED_G_Index","MoMDifference","L0","TED_G_IndexMoMDifferenceL0","placeholder75"
"298","TED_G_Index","MoMDifference","L1","TED_G_IndexMoMDifferenceL1","placeholder75"
"299","TED_G_Index","MoMPercentChange","L0","TED_G_IndexMoMPercentChangeL0","placeholder75"
"300","TED_G_Index","MoMPercentChange","L1","TED_G_IndexMoMPercentChangeL1","placeholder75"
"301","BAA10YB_Index","MoMDifference","L0","BAA10YB_IndexMoMDifferenceL0","placeholder76"
"302","BAA10YB_Index","MoMDifference","L1","BAA10YB_IndexMoMDifferenceL1","placeholder76"
"303","BAA10YB_Index","MoMPercentChange","L0","BAA10YB_IndexMoMPercentChangeL0","placeholder76"
"304","BAA10YB_Index","MoMPercentChange","L1","BAA10YB_IndexMoMPercentChangeL1","placeholder76"
