"","DATE","MONTH","QUARTER","CSI_ID","CSI_VALUE"
"68","01/31/2019",Jan 2019,2019 Q1,"CO_oil1",0.171192443919717
"69","02/28/2019",Feb 2019,2019 Q1,"CO_oil1",0.0423387096774193
"70","03/31/2019",Mar 2019,2019 Q1,"CO_oil1",0.0164410058027079
"71","04/30/2019",Apr 2019,2019 Q2,"CO_oil1",0.0390104662226451
"72","06/30/2013",Jun 2013,2013 Q2,"CO_gold",NA
"73","07/31/2013",Jul 2013,2013 Q3,"CO_gold",0.0743010488262862
"74","08/31/2013",Aug 2013,2013 Q3,"CO_gold",0.0520474839953695
"75","09/30/2013",Sep 2013,2013 Q3,"CO_gold",-0.0478383764610896
"76","10/31/2013",Oct 2013,2013 Q4,"CO_gold",-0.00343263398368259
"77","11/30/2013",Nov 2013,2013 Q4,"CO_gold",-0.0551119548318766
"78","12/31/2013",Dec 2013,2013 Q4,"CO_gold",-0.0379452702057648
"79","01/31/2014",Jan 2014,2014 Q1,"CO_gold",0.0341887090719417
"80","02/28/2014",Feb 2014,2014 Q1,"CO_gold",0.062703033148573
"81","03/31/2014",Mar 2014,2014 Q1,"CO_gold",-0.031421422235823
"82","04/30/2014",Apr 2014,2014 Q2,"CO_gold",0.00493487577918553
"83","05/31/2014",May 2014,2014 Q2,"CO_gold",-0.0305103926057768
"84","06/30/2014",Jun 2014,2014 Q2,"CO_gold",0.0631901768662294
"85","07/31/2014",Jul 2014,2014 Q3,"CO_gold",-0.0363167311325923
"86","08/31/2014",Aug 2014,2014 Q3,"CO_gold",0.00380907694147881
"87","09/30/2014",Sep 2014,2014 Q3,"CO_gold",-0.0617632967724585
"88","10/31/2014",Oct 2014,2014 Q4,"CO_gold",-0.0305481028357981
"89","11/30/2014",Nov 2014,2014 Q4,"CO_gold",-0.00488197213271894
"90","12/31/2014",Dec 2014,2014 Q4,"CO_gold",0.0131121308258663
"91","01/31/2015",Jan 2015,2015 Q1,"CO_gold",0.0868990564025523
"92","02/28/2015",Feb 2015,2015 Q1,"CO_gold",-0.0590521926055615
"93","03/31/2015",Mar 2015,2015 Q1,"CO_gold",-0.0215220378263761
"94","04/30/2015",Apr 2015,2015 Q2,"CO_gold",-0.00167167863200149
"95","05/31/2015",May 2015,2015 Q2,"CO_gold",0.00555210182821804
"96","06/30/2015",Jun 2015,2015 Q2,"CO_gold",-0.015162094919581
"97","07/31/2015",Jul 2015,2015 Q3,"CO_gold",-0.0662098674145269
"98","08/31/2015",Aug 2015,2015 Q3,"CO_gold",0.0370723339369102
"99","09/30/2015",Sep 2015,2015 Q3,"CO_gold",-0.0180113857746737
"100","10/31/2015",Oct 2015,2015 Q4,"CO_gold",0.0228336325768891
"101","11/30/2015",Nov 2015,2015 Q4,"CO_gold",-0.0675206294367622
"102","12/31/2015",Dec 2015,2015 Q4,"CO_gold",-0.00451333407600744
"103","01/31/2016",Jan 2016,2016 Q1,"CO_gold",0.054109974907451
"104","02/29/2016",Feb 2016,2016 Q1,"CO_gold",0.109303434576066
"105","03/31/2016",Mar 2016,2016 Q1,"CO_gold",-0.00842886048911716
"106","04/30/2016",Apr 2016,2016 Q2,"CO_gold",0.0510880912197219
"107","05/31/2016",May 2016,2016 Q2,"CO_gold",-0.0613829670621437
"108","06/30/2016",Jun 2016,2016 Q2,"CO_gold",0.0896950127467692
"109","07/31/2016",Jul 2016,2016 Q3,"CO_gold",0.0198465642456981
"110","08/31/2016",Aug 2016,2016 Q3,"CO_gold",-0.032563165841624
"111","09/30/2016",Sep 2016,2016 Q3,"CO_gold",0.0068921302042966
"112","10/31/2016",Oct 2016,2016 Q4,"CO_gold",-0.0294491963502801
"113","11/30/2016",Nov 2016,2016 Q4,"CO_gold",-0.0835657030742053
"114","12/31/2016",Dec 2016,2016 Q4,"CO_gold",-0.0191498791946309
"115","01/31/2017",Jan 2017,2017 Q1,"CO_gold",0.0541921535061386
"116","02/28/2017",Feb 2017,2017 Q1,"CO_gold",0.0318476841580003
"117","03/31/2017",Mar 2017,2017 Q1,"CO_gold",-0.00427746361794523
"118","04/30/2017",Apr 2017,2017 Q2,"CO_gold",0.017267486377464
"119","05/31/2017",May 2017,2017 Q2,"CO_gold",-0.00124198065517884
"120","06/30/2017",Jun 2017,2017 Q2,"CO_gold",-0.021555346835798
"121","07/31/2017",Jul 2017,2017 Q3,"CO_gold",0.0231316986052795
"122","08/31/2017",Aug 2017,2017 Q3,"CO_gold",0.0419875776397515
"123","09/30/2017",Sep 2017,2017 Q3,"CO_gold",-0.0336989190907646
"124","10/31/2017",Oct 2017,2017 Q4,"CO_gold",-0.00748481645854872
"125","11/30/2017",Nov 2017,2017 Q4,"CO_gold",0.00356343753316373
"126","12/31/2017",Dec 2017,2017 Q4,"CO_gold",0.0210570110826922
"127","01/31/2018",Jan 2018,2018 Q1,"CO_gold",0.0323493727076527
"128","02/28/2018",Feb 2018,2018 Q1,"CO_gold",-0.0207599056676866
"129","03/31/2018",Mar 2018,2018 Q1,"CO_gold",0.00632000800000003
"130","04/30/2018",Apr 2018,2018 Q2,"CO_gold",-0.00953974871182332
"131","05/31/2018",May 2018,2018 Q2,"CO_gold",-0.0119592105934412
"132","06/30/2018",Jun 2018,2018 Q2,"CO_gold",-0.0361494400674158
"133","07/31/2018",Jul 2018,2018 Q3,"CO_gold",-0.0224189123907474
"134","08/31/2018",Aug 2018,2018 Q3,"CO_gold",-0.0213811194306599
"135","09/30/2018",Sep 2018,2018 Q3,"CO_gold",-0.00660734725385698
"136","10/31/2018",Oct 2018,2018 Q4,"CO_gold",0.0211954590068205
"137","11/30/2018",Nov 2018,2018 Q4,"CO_gold",0.00338687792641118
"138","12/31/2018",Dec 2018,2018 Q4,"CO_gold",0.0494201051634057
"139","01/31/2019",Jan 2019,2019 Q1,"CO_gold",0.0288659793814433
"140","02/28/2019",Feb 2019,2019 Q1,"CO_gold",-0.0060922004008016
"141","03/31/2019",Mar 2019,2019 Q1,"CO_gold",-0.0159689977573836
"142","04/30/2019",Apr 2019,2019 Q2,"CO_gold",-0.00663884096977561
"143","06/30/2013",Jun 2013,2013 Q2,"CO_grains",NA
"144","07/31/2013",Jul 2013,2013 Q3,"CO_grains",-0.0445859480002444
"145","08/31/2013",Aug 2013,2013 Q3,"CO_grains",0.0354839139784946
"146","09/30/2013",Sep 2013,2013 Q3,"CO_grains",-0.0488058754390083
"147","10/31/2013",Oct 2013,2013 Q4,"CO_grains",-0.0157204588585253
"148","11/30/2013",Nov 2013,2013 Q4,"CO_grains",0.00155279496216527
"149","12/31/2013",Dec 2013,2013 Q4,"CO_grains",-0.0447397765342292
"150","01/31/2014",Jan 2014,2014 Q1,"CO_grains",-0.00904240646783206
"151","02/28/2014",Feb 2014,2014 Q1,"CO_grains",0.094056991387132
"152","03/31/2014",Mar 2014,2014 Q1,"CO_grains",0.0786997681223168
"153","04/30/2014",Apr 2014,2014 Q2,"CO_grains",0.0364789856558085
"154","05/31/2014",May 2014,2014 Q2,"CO_grains",-0.0860749825186493
"155","06/30/2014",Jun 2014,2014 Q2,"CO_grains",-0.0937630827493319
"156","07/31/2014",Jul 2014,2014 Q3,"CO_grains",-0.109006861639881
"157","08/31/2014",Aug 2014,2014 Q3,"CO_grains",-0.0147745974715086
"158","09/30/2014",Sep 2014,2014 Q3,"CO_grains",-0.135490588555148
"159","10/31/2014",Oct 2014,2014 Q4,"CO_grains",0.153377992897809
"160","11/30/2014",Nov 2014,2014 Q4,"CO_grains",0.00897097577989564
"161","12/31/2014",Dec 2014,2014 Q4,"CO_grains",0.00915266688532094
"162","01/31/2015",Jan 2015,2015 Q1,"CO_grains",-0.0912153407618555
"163","02/28/2015",Feb 2015,2015 Q1,"CO_grains",0.0407755916737953
"164","03/31/2015",Mar 2015,2015 Q1,"CO_grains",-0.0334246849315069
"165","04/30/2015",Apr 2015,2015 Q2,"CO_grains",-0.0456349502730994
"166","05/31/2015",May 2015,2015 Q2,"CO_grains",-0.0335609464544668
"167","06/30/2015",Jun 2015,2015 Q2,"CO_grains",0.198217603004991
"168","07/31/2015",Jul 2015,2015 Q3,"CO_grains",-0.139523024389688
"169","08/31/2015",Aug 2015,2015 Q3,"CO_grains",-0.0387481084574697
"170","09/30/2015",Sep 2015,2015 Q3,"CO_grains",0.0310077519379845
"171","10/31/2015",Oct 2015,2015 Q4,"CO_grains",-0.00962406015037595
"172","11/30/2015",Nov 2015,2015 Q4,"CO_grains",-0.0501062556938962
"173","12/31/2015",Dec 2015,2015 Q4,"CO_grains",-0.0297314888193257
"174","01/31/2016",Jan 2016,2016 Q1,"CO_grains",0.028995057660626
"175","02/29/2016",Feb 2016,2016 Q1,"CO_grains",-0.0496317643291707
"176","03/31/2016",Mar 2016,2016 Q1,"CO_grains",0.0225741239892184
"177","04/30/2016",Apr 2016,2016 Q2,"CO_grains",0.0968698846787478
"178","05/31/2016",May 2016,2016 Q2,"CO_grains",0.0180233698400912
"179","06/30/2016",Jun 2016,2016 Q2,"CO_grains",-0.0321628808546145
"180","07/31/2016",Jul 2016,2016 Q3,"CO_grains",-0.11128046070977
"181","08/31/2016",Aug 2016,2016 Q3,"CO_grains",-0.0850771869639793
"182","09/30/2016",Sep 2016,2016 Q3,"CO_grains",0.0427446194225722
"183","10/31/2016",Oct 2016,2016 Q4,"CO_grains",0.0521395559920732
"184","11/30/2016",Nov 2016,2016 Q4,"CO_grains",-0.0304169172932332
"185","12/31/2016",Dec 2016,2016 Q4,"CO_grains",-0.00810722565712983
"186","01/31/2017",Jan 2017,2017 Q1,"CO_grains",0.026652452972724
"187","02/28/2017",Feb 2017,2017 Q1,"CO_grains",0.0162686748448832
"188","03/31/2017",Mar 2017,2017 Q1,"CO_grains",-0.0585831723915814
"189","04/30/2017",Apr 2017,2017 Q2,"CO_grains",-0.00940665735914093
"190","05/31/2017",May 2017,2017 Q2,"CO_grains",-0.00949590976975576
"191","06/30/2017",Jun 2017,2017 Q2,"CO_grains",0.0685840313943942
"192","07/31/2017",Jul 2017,2017 Q3,"CO_grains",-0.0248447204968944
"193","08/31/2017",Aug 2017,2017 Q3,"CO_grains",-0.0969568294409059
"194","09/30/2017",Sep 2017,2017 Q3,"CO_grains",0.0148902821316614
"195","10/31/2017",Oct 2017,2017 Q4,"CO_grains",-0.0293436679536679
"196","11/30/2017",Nov 2017,2017 Q4,"CO_grains",-0.00596654757225731
"197","12/31/2017",Dec 2017,2017 Q4,"CO_grains",-0.025210044017607
"198","01/31/2018",Jan 2018,2018 Q1,"CO_grains",1.14408858193397
"199","02/28/2018",Feb 2018,2018 Q1,"CO_grains",0.0453187823090179
"200","03/31/2018",Mar 2018,2018 Q1,"CO_grains",-0.0210084620034068
"201","04/30/2018",Apr 2018,2018 Q2,"CO_grains",0.0297474269457918
"202","05/31/2018",May 2018,2018 Q2,"CO_grains",-0.00890265245453024
"203","06/30/2018",Jun 2018,2018 Q2,"CO_grains",-0.117873512701623
"204","07/31/2018",Jul 2018,2018 Q3,"CO_grains",0.06275976855278
"205","08/31/2018",Aug 2018,2018 Q3,"CO_grains",-0.0584668959418635
"206","09/30/2018",Sep 2018,2018 Q3,"CO_grains",-0.0193146617107097
"207","10/31/2018",Oct 2018,2018 Q4,"CO_grains",-0.012706522390798
"208","11/30/2018",Nov 2018,2018 Q4,"CO_grains",0.0195195199382136
"209","12/31/2018",Dec 2018,2018 Q4,"CO_grains",-0.0133389230662512
"210","01/31/2019",Jan 2019,2019 Q1,"CO_grains",0.0184664150460593
"211","02/28/2019",Feb 2019,2019 Q1,"CO_grains",-0.0496629527728538
"212","03/31/2019",Mar 2019,2019 Q1,"CO_grains",-0.0246750170670856
"213","04/30/2019",Apr 2019,2019 Q2,"CO_grains",-0.0402077704992095
"214","06/30/2013",Jun 2013,2013 Q2,"CO_silver",NA
"215","07/31/2013",Jul 2013,2013 Q3,"CO_silver",0.00896151865901512
"216","08/31/2013",Aug 2013,2013 Q3,"CO_silver",0.180773311430163
"217","09/30/2013",Sep 2013,2013 Q3,"CO_silver",-0.0752212389380532
"218","10/31/2013",Oct 2013,2013 Q4,"CO_silver",0.00956937799043076
"219","11/30/2013",Nov 2013,2013 Q4,"CO_silver",-0.0881516587677726
"220","12/31/2013",Dec 2013,2013 Q4,"CO_silver",-0.0275468295218295
"221","01/31/2014",Jan 2014,2014 Q1,"CO_silver",-0.0138962059805561
"222","02/28/2014",Feb 2014,2014 Q1,"CO_silver",0.102980970028132
"223","03/31/2014",Mar 2014,2014 Q1,"CO_silver",-0.0643734152334153
"224","04/30/2014",Apr 2014,2014 Q2,"CO_silver",-0.0304622883160563
"225","05/31/2014",May 2014,2014 Q2,"CO_silver",-0.0205849956979955
"226","06/30/2014",Jun 2014,2014 Q2,"CO_silver",0.120022123893805
"227","07/31/2014",Jul 2014,2014 Q3,"CO_silver",-0.0330864197530865
"228","08/31/2014",Aug 2014,2014 Q3,"CO_silver",-0.0444331460674157
"229","09/30/2014",Sep 2014,2014 Q3,"CO_silver",-0.12613570957433
"230","10/31/2014",Oct 2014,2014 Q4,"CO_silver",-0.0519877675840979
"231","11/30/2014",Nov 2014,2014 Q4,"CO_silver",-0.0432258064516129
"232","12/31/2014",Dec 2014,2014 Q4,"CO_silver",0.0155091031692515
"233","01/31/2015",Jan 2015,2015 Q1,"CO_silver",0.0982736387782204
"234","02/28/2015",Feb 2015,2015 Q1,"CO_silver",-0.0405079177443823
"235","03/31/2015",Mar 2015,2015 Q1,"CO_silver",0.00378071833648396
"236","04/30/2015",Apr 2015,2015 Q2,"CO_silver",-0.0313873195229127
"237","05/31/2015",May 2015,2015 Q2,"CO_silver",0.0362929358392742
"238","06/30/2015",Jun 2015,2015 Q2,"CO_silver",-0.0600375234521577
"239","07/31/2015",Jul 2015,2015 Q3,"CO_silver",-0.0632069194943446
"240","08/31/2015",Aug 2015,2015 Q3,"CO_silver",-0.00639204545454544
"241","09/30/2015",Sep 2015,2015 Q3,"CO_silver",-0.00857755539671201
"242","10/31/2015",Oct 2015,2015 Q4,"CO_silver",0.0670511896178804
"243","11/30/2015",Nov 2015,2015 Q4,"CO_silver",-0.091891891891892
"244","12/31/2015",Dec 2015,2015 Q4,"CO_silver",-0.0186011904761905
"245","01/31/2016",Jan 2016,2016 Q1,"CO_silver",0.0303260045489007
"246","02/29/2016",Feb 2016,2016 Q1,"CO_silver",0.0448859455481972
"247","03/31/2016",Mar 2016,2016 Q1,"CO_silver",0.0338028169014085
"248","04/30/2016",Apr 2016,2016 Q2,"CO_silver",0.156675749318801
"249","05/31/2016",May 2016,2016 Q2,"CO_silver",-0.105418138987044
"250","06/30/2016",Jun 2016,2016 Q2,"CO_silver",0.175773601053325
"251","07/31/2016",Jul 2016,2016 Q3,"CO_silver",0.0834265910735392
"252","08/31/2016",Aug 2016,2016 Q3,"CO_silver",-0.0842377777777778
"253","09/30/2016",Sep 2016,2016 Q3,"CO_silver",0.0270881505128752
"254","10/31/2016",Oct 2016,2016 Q4,"CO_silver",-0.0675825237592019
"255","11/30/2016",Nov 2016,2016 Q4,"CO_silver",-0.0771949957097818
"256","12/31/2016",Dec 2016,2016 Q4,"CO_silver",-0.0351213282247765
"257","01/31/2017",Jan 2017,2017 Q1,"CO_silver",0.10059556585043
"258","02/28/2017",Feb 2017,2017 Q1,"CO_silver",0.0444980183101633
"259","03/31/2017",Mar 2017,2017 Q1,"CO_silver",-0.00690852003980878
"260","04/30/2017",Apr 2017,2017 Q2,"CO_silver",-0.0550725217391305
"261","05/31/2017",May 2017,2017 Q2,"CO_silver",0.00552147273137869
"262","06/30/2017",Jun 2017,2017 Q2,"CO_silver",-0.0414886541481789
"263","07/31/2017",Jul 2017,2017 Q3,"CO_silver",0.0120942075111394
"264","08/31/2017",Aug 2017,2017 Q3,"CO_silver",0.0471698113207546
"265","09/30/2017",Sep 2017,2017 Q3,"CO_silver",-0.0546546546546546
"266","10/31/2017",Oct 2017,2017 Q4,"CO_silver",0.00317662007623881
"267","11/30/2017",Nov 2017,2017 Q4,"CO_silver",-0.0177327422419252
"268","12/31/2017",Dec 2017,2017 Q4,"CO_silver",0.0309477756286267
"269","01/31/2018",Jan 2018,2018 Q1,"CO_silver",0.0225140712945592
"270","02/28/2018",Feb 2018,2018 Q1,"CO_silver",-0.054434250764526
"271","03/31/2018",Mar 2018,2018 Q1,"CO_silver",-0.00323415265200522
"272","04/30/2018",Apr 2018,2018 Q2,"CO_silver",-0.00194678780012974
"273","05/31/2018",May 2018,2018 Q2,"CO_silver",0.00520156046814045
"274","06/30/2018",Jun 2018,2018 Q2,"CO_silver",-0.0200517464424321
"275","07/31/2018",Jul 2018,2018 Q3,"CO_silver",-0.0356435643564357
"276","08/31/2018",Aug 2018,2018 Q3,"CO_silver",-0.0657084188911704
"277","09/30/2018",Sep 2018,2018 Q3,"CO_silver",0.00586080586080587
"278","10/31/2018",Oct 2018,2018 Q4,"CO_silver",-0.023306627822287
"279","11/30/2018",Nov 2018,2018 Q4,"CO_silver",-0.00671140939597314
"280","12/31/2018",Dec 2018,2018 Q4,"CO_silver",0.09009009009009
"281","01/31/2019",Jan 2019,2019 Q1,"CO_silver",0.0365013774104684
"282","02/28/2019",Feb 2019,2019 Q1,"CO_silver",-0.027906976744186
"283","03/31/2019",Mar 2019,2019 Q1,"CO_silver",-0.0307587149692414
"284","04/30/2019",Apr 2019,2019 Q2,"CO_silver",-0.0112834978843442
"285","06/30/2013",Jun 2013,2013 Q2,"CO_gasoline",NA
"286","07/31/2013",Jul 2013,2013 Q3,"CO_gasoline",0.129745692213258
"287","08/31/2013",Aug 2013,2013 Q3,"CO_gasoline",0.00473084836428796
"288","09/30/2013",Sep 2013,2013 Q3,"CO_gasoline",-0.0893002110732262
"289","10/31/2013",Oct 2013,2013 Q4,"CO_gasoline",-0.00962740238901772
"290","11/30/2013",Nov 2013,2013 Q4,"CO_gasoline",0.0459045732836107
"291","12/31/2013",Dec 2013,2013 Q4,"CO_gasoline",0.0314974537520638
"292","01/31/2014",Jan 2014,2014 Q1,"CO_gasoline",-0.0599032204238277
"293","02/28/2014",Feb 2014,2014 Q1,"CO_gasoline",0.0653177138800142
"294","03/31/2014",Mar 2014,2014 Q1,"CO_gasoline",-0.0173275574808398
"295","04/30/2014",Apr 2014,2014 Q2,"CO_gasoline",0.0262800779925398
"296","05/31/2014",May 2014,2014 Q2,"CO_gasoline",0.00776476140368024
"297","06/30/2014",Jun 2014,2014 Q2,"CO_gasoline",0.0334426393442622
"298","07/31/2014",Jul 2014,2014 Q3,"CO_gasoline",-0.0761421149089131
"299","08/31/2014",Aug 2014,2014 Q3,"CO_gasoline",-0.0140797385274815
"300","09/30/2014",Sep 2014,2014 Q3,"CO_gasoline",-0.0498083786070491
"301","10/31/2014",Oct 2014,2014 Q4,"CO_gasoline",-0.0923753832042634
"302","11/30/2014",Nov 2014,2014 Q4,"CO_gasoline",-0.128836853796446
"303","12/31/2014",Dec 2014,2014 Q4,"CO_gasoline",-0.208391219480557
"304","01/31/2015",Jan 2015,2015 Q1,"CO_gasoline",-0.0351391194647661
"305","02/28/2015",Feb 2015,2015 Q1,"CO_gasoline",0.178452225236655
"306","03/31/2015",Mar 2015,2015 Q1,"CO_gasoline",-0.102755647553147
"307","04/30/2015",Apr 2015,2015 Q2,"CO_gasoline",0.155281285878301
"308","05/31/2015",May 2015,2015 Q2,"CO_gasoline",0.00944101863354037
"309","06/30/2015",Jun 2015,2015 Q2,"CO_gasoline",0.014275116557344
"310","07/31/2015",Jul 2015,2015 Q3,"CO_gasoline",-0.112594009041349
"311","08/31/2015",Aug 2015,2015 Q3,"CO_gasoline",-0.071916899097621
"312","09/30/2015",Sep 2015,2015 Q3,"CO_gasoline",-0.0674719819526218
"313","10/31/2015",Oct 2015,2015 Q4,"CO_gasoline",-0.00726698262243276
"314","11/30/2015",Nov 2015,2015 Q4,"CO_gasoline",-0.032781699554424
"315","12/31/2015",Dec 2015,2015 Q4,"CO_gasoline",-0.0371832522929664
"316","01/31/2016",Jan 2016,2016 Q1,"CO_gasoline",-0.128844839371155
"317","02/29/2016",Feb 2016,2016 Q1,"CO_gasoline",-0.0588466065123578
"318","03/31/2016",Mar 2016,2016 Q1,"CO_gasoline",0.0654438932888705
"319","04/30/2016",Apr 2016,2016 Q2,"CO_gasoline",0.0970266861121551
"320","05/31/2016",May 2016,2016 Q2,"CO_gasoline",-0.00213983587233109
"321","06/30/2016",Jun 2016,2016 Q2,"CO_gasoline",-0.0714796283059328
"322","07/31/2016",Jul 2016,2016 Q3,"CO_gasoline",-0.130484988452656
"323","08/31/2016",Aug 2016,2016 Q3,"CO_gasoline",0.0628596724214255
"324","09/30/2016",Sep 2016,2016 Q3,"CO_gasoline",0.149521032902957
"325","10/31/2016",Oct 2016,2016 Q4,"CO_gasoline",-0.0202898188405798
"326","11/30/2016",Nov 2016,2016 Q4,"CO_gasoline",0.038091677585367
"327","12/31/2016",Dec 2016,2016 Q4,"CO_gasoline",0.115781973637335
"328","01/31/2017",Jan 2017,2017 Q1,"CO_gasoline",-0.0858876436781609
"329","02/28/2017",Feb 2017,2017 Q1,"CO_gasoline",-0.0241005247677446
"330","03/31/2017",Mar 2017,2017 Q1,"CO_gasoline",-0.0236220463986383
"331","04/30/2017",Apr 2017,2017 Q2,"CO_gasoline",-0.0978738967055023
"332","05/31/2017",May 2017,2017 Q2,"CO_gasoline",0.035351441066581
"333","06/30/2017",Jun 2017,2017 Q2,"CO_gasoline",-0.0482731554160126
"334","07/31/2017",Jul 2017,2017 Q3,"CO_gasoline",0.12907212371134
"335","08/31/2017",Aug 2017,2017 Q3,"CO_gasoline",0.119795512045125
"336","09/30/2017",Sep 2017,2017 Q3,"CO_gasoline",-0.0818656229615134
"337","10/31/2017",Oct 2017,2017 Q4,"CO_gasoline",0.106216660746004
"338","11/30/2017",Nov 2017,2017 Q4,"CO_gasoline",0.00289020561625583
"339","12/31/2017",Dec 2017,2017 Q4,"CO_gasoline",0.0198527057316683
"340","01/31/2018",Jan 2018,2018 Q1,"CO_gasoline",0.055572967032967
"341","02/28/2018",Feb 2018,2018 Q1,"CO_gasoline",-0.081201668090472
"342","03/31/2018",Mar 2018,2018 Q1,"CO_gasoline",0.045645841555385
